address,bds,cost,distance_neu,distance_harvard,distance_mit,distance_bu,lat,lng
"155 Euston Rd #14, Brighton, MA 02135",Studio,2575,5.0 km,3.8 km,6.1 km,2.8 km,42.3444583,-71.1447381
"10-20 Farrington Ave, Allston, MA",Studio,2360,5.4 km,1.8 km,4.6 km,1.4 km,42.3543908,-71.13218290000002
"10-20 Farrington Ave, Allston, MA",1,2700,5.4 km,1.8 km,4.6 km,1.4 km,42.3543908,-71.13218290000002
"10-20 Farrington Ave, Allston, MA",3,4095,5.4 km,1.8 km,4.6 km,1.4 km,42.3543908,-71.13218290000002
"10-20 Farrington Ave, Allston, MA",5,5900,5.4 km,1.8 km,4.6 km,1.4 km,42.3543908,-71.13218290000002
"107 Columbia Rd, Dorchester, MA",3,3400,4.1 km,15.0 km,12.9 km,7.2 km,42.3050693,-71.0805489
"231 Park Dr, Boston, MA",Studio,2300,1.6 km,3.2 km,3.6 km,1.1 km,42.3422708,-71.1013442
"231 Park Dr, Boston, MA",1,2625,1.6 km,3.2 km,3.6 km,1.1 km,42.3422708,-71.1013442
"231 Park Dr, Boston, MA",2,3100,1.6 km,3.2 km,3.6 km,1.1 km,42.3422708,-71.1013442
"20 Murdock St #2, Brighton, MA 02135",5,5200,6.7 km,2.9 km,5.9 km,2.7 km,42.35076290000001,-71.1480294
"181 Beacon St, Boston, MA",1,3000,3.1 km,6.9 km,2.8 km,1.8 km,42.3542463,-71.0759733
"26 Pratt St #1, Allston, MA 02134",4,5000,5.4 km,1.7 km,4.6 km,1.6 km,42.3551992,-71.1287873
"10 Arlington St #1, Brighton, MA 02135",5,4700,9.9 km,3.9 km,6.2 km,3.0 km,42.3517857,-71.1523899
"62 Gordon St, Boston, MA",2,4075,6.1 km,2.3 km,5.4 km,2.1 km,42.350736,-71.1398944
"62 Gordon St, Boston, MA",3,5195,6.1 km,2.3 km,5.4 km,2.1 km,42.350736,-71.1398944
"22 Sparhawk St #2, Brighton, MA 02135",5,5250,6.9 km,3.1 km,6.1 km,2.9 km,42.3510464,-71.15086269999999
"1522 Commonwealth Ave #2, Brighton, MA 02135",4,4700,5.0 km,3.1 km,5.6 km,2.3 km,42.3454523,-71.1411919
"50 Brooks St #2, Brighton, MA 02135",3,3200,9.4 km,3.5 km,9.5 km,7.9 km,42.3558449,-71.1621773
"89-93 Westland Ave, Boston, MA",Studio,2400,0.1 km,5.9 km,2.7 km,1.2 km,42.3442067,-71.089372
"89-93 Westland Ave, Boston, MA",1,3300,0.1 km,5.9 km,2.7 km,1.2 km,42.3442067,-71.089372
"89-93 Westland Ave, Boston, MA",2,3400,0.1 km,5.9 km,2.7 km,1.2 km,42.3442067,-71.089372
"89-93 Westland Ave, Boston, MA",3,5100,0.1 km,5.9 km,2.7 km,1.2 km,42.3442067,-71.089372
"23 Claymoss Rd, Boston, MA",3,3300,5.6 km,4.3 km,7.3 km,3.3 km,42.3440743,-71.1447472
"191 Porter St, Boston, MA",Studio,2400,8.0 km,11.7 km,6.6 km,7.5 km,42.3708262,-71.0324531
"191 Porter St, Boston, MA",1,2450,8.0 km,11.7 km,6.6 km,7.5 km,42.3708262,-71.0324531
"191 Porter St, Boston, MA",2,3550,8.0 km,11.7 km,6.6 km,7.5 km,42.3708262,-71.0324531
"(undisclosed Address), Brighton, MA 02135",1,2750,10.6 km,4.6 km,10.9 km,4.1 km,42.3463503,-71.1626756
"91 Parsons St #1, Brighton, MA 02135",5,5000,9.6 km,3.6 km,9.7 km,3.4 km,42.353527,-71.1539435
"88 Wallingford Rd, Brighton, MA",2,2500,6.1 km,3.7 km,6.7 km,3.8 km,42.3441736,-71.15268110000001
"88 Wallingford Rd, Brighton, MA",4,4200,6.1 km,3.7 km,6.7 km,3.8 km,42.3441736,-71.15268110000001
"26 Easton St #3, Allston, MA 02134",Studio,3100,5.5 km,0.9 km,4.7 km,3.4 km,42.360017,-71.1301158
"229 Chestnut Hill Ave #1, Brighton, MA 02135",4,5800,6.6 km,5.7 km,7.6 km,4.3 km,42.3399162,-71.15564719999999
"658 Massachusetts Ave, Boston, MA",Studio,2900,1.2 km,7.0 km,3.6 km,2.6 km,42.3362126,-71.07625190000002
"658 Massachusetts Ave, Boston, MA",2,3900,1.2 km,7.0 km,3.6 km,2.6 km,42.3362126,-71.07625190000002
"21 Ransom Rd #2, Brighton, MA 02135",4,4500,5.4 km,4.1 km,7.1 km,3.1 km,42.3432311,-71.1454397
"21-23 Weitz St, Allston, MA",4,4000,5.2 km,0.6 km,4.5 km,3.2 km,42.3612641,-71.1309007
"25 Murdock St FLOOR 1, Brighton, MA 02135",4,4850,6.7 km,2.9 km,5.9 km,2.7 km,42.3506939,-71.14740429999999
"1100 Vfw Pkwy #3306, West Roxbury, MA 02132",1,2400,11.7 km,16.9 km,13.5 km,11.1 km,42.28382790000001,-71.1715456
"46 Donnybrook Rd #2, Brighton, MA 02135",4,4400,9.8 km,3.8 km,9.9 km,3.9 km,42.3542989,-71.160643
"35 Glencoe St, Brighton, MA",Studio,2200,8.8 km,2.7 km,6.0 km,2.7 km,42.3543246,-71.14871720000001
"1653 Commonwealth Ave, Brighton, MA",3,3300,5.5 km,4.2 km,7.2 km,3.9 km,42.3426109,-71.1446776
"1653 Commonwealth Ave, Brighton, MA",4,3600,5.5 km,4.2 km,7.2 km,3.9 km,42.3426109,-71.1446776
"11 Oakland St #1, Brighton, MA 02135",3,3600,10.0 km,4.1 km,10.1 km,3.9 km,42.3497536,-71.1575963
"64 Wallingford Rd #2, Brighton, MA 02135",4,4400,6.0 km,3.8 km,6.9 km,3.7 km,42.343536,-71.1513258
"15 Egremont Rd, Boston, MA",1,2145,5.3 km,3.8 km,6.3 km,3.0 km,42.3410218,-71.14386429999999
"15 Egremont Rd, Boston, MA",2,2750,5.3 km,3.8 km,6.3 km,3.0 km,42.3410218,-71.14386429999999
"30 Lake Shore Ter, Brighton, MA",2,2575,11.3 km,5.4 km,11.7 km,4.8 km,42.3427543,-71.1685409
"30 Lake Shore Ter, Brighton, MA",3,3300,11.3 km,5.4 km,11.7 km,4.8 km,42.3427543,-71.1685409
"38 Gerrish St, Brighton, MA",4,4600,9.7 km,3.7 km,9.8 km,8.2 km,42.3560812,-71.1643234
"35 Orkney Rd APT 3, Brighton, MA 02135",4,4400,5.3 km,5.0 km,6.7 km,4.3 km,42.3371547,-71.1494632
"44 Gardena St #3, Brighton, MA 02135",3,4000,8.9 km,2.8 km,6.0 km,3.2 km,42.3538106,-71.1482286
"199 Peterborough St, Boston, MA",Studio,2550,1.7 km,3.3 km,3.6 km,1.2 km,42.3428677,-71.1009347
"9-11 Burney St #407, Roxbury Crossing, MA 02120",1,3250,1.2 km,7.6 km,4.5 km,2.6 km,42.33192,-71.0997086
"(undisclosed Address), Allston, MA 02134",2,3895,4.9 km,1.3 km,4.1 km,2.8 km,42.3593008,-71.1270268
"9 Lothrop St #1, Brighton, MA 02135",3,3400,8.0 km,1.8 km,8.1 km,6.5 km,42.3602013,-71.1455247
"109 Lanark Rd #1, Brighton, MA 02135",4,4300,5.5 km,3.9 km,6.5 km,3.2 km,42.3408464,-71.1484258
"(undisclosed Address), Brighton, MA 02135",4,3800,10.6 km,4.6 km,10.9 km,4.1 km,42.3463503,-71.1626756
"73 Gainsborough St, Boston, MA",1,3400,0.3 km,6.2 km,3.0 km,1.5 km,42.3424447,-71.0876979
"73 Gainsborough St, Boston, MA",3,6600,0.3 km,6.2 km,3.0 km,1.5 km,42.3424447,-71.0876979
"36 Arlington St #1, Brighton, MA 02135",5,4700,9.8 km,3.8 km,6.3 km,3.1 km,42.3520208,-71.1535397
"96 Linden St APT 3, Allston, MA 02134",1,2600,5.6 km,2.0 km,4.9 km,1.2 km,42.3513464,-71.12986029999999
"605 E 3rd St #1, Boston, MA 02127",3,4325,4.8 km,10.7 km,9.2 km,10.7 km,42.3363168,-71.0358969
"18 Claymoss Rd #2, Brighton, MA 02135",4,4400,5.5 km,4.2 km,7.2 km,3.2 km,42.3436393,-71.144699
"41 Anderson St, Boston, MA",Studio,2000,4.3 km,8.1 km,2.7 km,3.8 km,42.359857,-71.06791799999999
"41 Anderson St, Boston, MA",3,4800,4.3 km,8.1 km,2.7 km,3.8 km,42.359857,-71.06791799999999
"6 Sparhawk St #10, Brighton, MA 02135",4,4800,6.7 km,2.9 km,5.9 km,2.7 km,42.350298,-71.1484292
"30 Raymond St #36, Allston, MA 02134",5,5400,6.3 km,0.8 km,4.8 km,3.5 km,42.3618072,-71.1339971
"25 Eulita Ter #2, Brighton, MA 02135",4,4300,7.2 km,3.4 km,6.4 km,3.2 km,42.346559,-71.1525647
"48 Hereford St, Boston, MA",Studio,2400,1.5 km,5.7 km,2.1 km,1.0 km,42.3490672,-71.0856014
"48 Hereford St, Boston, MA",1,2800,1.5 km,5.7 km,2.1 km,1.0 km,42.3490672,-71.0856014
"107 Columbia Rd, Dorchester, MA",3,3200,4.1 km,15.0 km,12.9 km,7.2 km,42.3050693,-71.0805489
"24 Tremont St #1, Brighton, MA 02135",3,3400,12.5 km,4.5 km,10.1 km,4.6 km,42.3499904,-71.1695683
"20 Shanley St, Brighton, MA",1,2750,10.3 km,4.4 km,6.8 km,3.6 km,42.34824990000001,-71.1580259
"20 Shanley St, Brighton, MA",2,2800,10.3 km,4.4 km,6.8 km,3.6 km,42.34824990000001,-71.1580259
"70 Empire St, Allston, MA",2,2800,5.0 km,1.3 km,4.2 km,2.9 km,42.3583508,-71.12736029999999
"70 Empire St, Allston, MA",3,3300,5.0 km,1.3 km,4.2 km,2.9 km,42.3583508,-71.12736029999999
"55 Leicester St, Brighton, MA",3,2700,9.9 km,4.0 km,6.5 km,3.3 km,42.3510383,-71.1539318
"55 Leicester St, Brighton, MA",5,5050,9.9 km,4.0 km,6.5 km,3.3 km,42.3510383,-71.1539318
"1435 Tremont St, Boston, MA",2,4499,1.0 km,7.4 km,4.2 km,2.7 km,42.3319039,-71.0964843
"1435 Tremont St, Boston, MA",4,7999,1.0 km,7.4 km,4.2 km,2.7 km,42.3319039,-71.0964843
"161 Kelton St, Allston, MA",Studio,1875,4.5 km,2.9 km,5.2 km,1.9 km,42.3476566,-71.1385645
"161 Kelton St, Allston, MA",1,2050,4.5 km,2.9 km,5.2 km,1.9 km,42.3476566,-71.1385645
"26 Harbor View St, Boston, MA",3,3300,3.9 km,12.7 km,10.6 km,11.4 km,42.3174171,-71.0552191
"26 Harbor View St, Boston, MA",4,3200,3.9 km,12.7 km,10.6 km,11.4 km,42.3174171,-71.0552191
"288 Foster St, Boston, MA",4,6200,11.2 km,5.2 km,7.6 km,4.4 km,42.3407249,-71.1591354
"288 Foster St, Boston, MA",5,7200,11.2 km,5.2 km,7.6 km,4.4 km,42.3407249,-71.1591354
"123 Sutherland Rd, Brighton, MA",Studio,2695,5.4 km,3.9 km,6.5 km,3.2 km,42.3402127,-71.147897
"123 Sutherland Rd, Brighton, MA",1,2600,5.4 km,3.9 km,6.5 km,3.2 km,42.3402127,-71.147897
"123 Sutherland Rd, Brighton, MA",2,3195,5.4 km,3.9 km,6.5 km,3.2 km,42.3402127,-71.147897
"123 Sutherland Rd, Brighton, MA",4,4200,5.4 km,3.9 km,6.5 km,3.2 km,42.3402127,-71.147897
"2 Ayr Rd, Brighton, MA",1,2275,5.3 km,5.0 km,6.7 km,4.3 km,42.3371171,-71.1486879
"110-120 Brainerd Rd, Allston, MA",1,2400,4.5 km,2.8 km,5.1 km,1.8 km,42.3464306,-71.1349645
"110-120 Brainerd Rd, Allston, MA",2,2950,4.5 km,2.8 km,5.1 km,1.8 km,42.3464306,-71.1349645
"1645 Commonwealth Ave, Brighton, MA",Studio,1950,5.5 km,4.2 km,7.2 km,3.9 km,42.3426945,-71.1445499
"1645 Commonwealth Ave, Brighton, MA",1,2100,5.5 km,4.2 km,7.2 km,3.9 km,42.3426945,-71.1445499
"1645 Commonwealth Ave, Brighton, MA",2,2500,5.5 km,4.2 km,7.2 km,3.9 km,42.3426945,-71.1445499
"1645 Commonwealth Ave, Brighton, MA",4,3750,5.5 km,4.2 km,7.2 km,3.9 km,42.3426945,-71.1445499
"40-42 Anderson Pl, Boston, MA",Studio,2100,4.3 km,8.0 km,2.6 km,3.8 km,42.3605269,-71.06756399999999
"40-42 Anderson Pl, Boston, MA",1,2800,4.3 km,8.0 km,2.6 km,3.8 km,42.3605269,-71.06756399999999
"40-42 Anderson Pl, Boston, MA",2,3300,4.3 km,8.0 km,2.6 km,3.8 km,42.3605269,-71.06756399999999
"106 Queensberry St, Boston, MA",1,3300,1.1 km,6.4 km,3.2 km,1.4 km,42.3418191,-71.1000712
"42 8th St, Charlestown, MA",1,2650,7.2 km,11.0 km,5.9 km,6.7 km,42.3750453,-71.0526553
"79 N Margin St, Boston, MA",1,2600,6.4 km,10.6 km,4.7 km,4.9 km,42.3658498,-71.0569848
"64 Hobart St #1, Brighton, MA 02135",3,3200,9.7 km,3.7 km,9.8 km,3.9 km,42.3549812,-71.16047089999999
"39 Blenford Rd #1, Boston, MA 02135",3,3300,5.7 km,3.8 km,6.8 km,3.8 km,42.3446936,-71.15063239999999
"17 Sparhawk St #4, Brighton, MA 02135",4,4800,6.8 km,3.0 km,6.0 km,2.8 km,42.3512074,-71.1496619
"55 Park Dr, Boston, MA",Studio,2195,1.1 km,6.4 km,4.3 km,1.9 km,42.3430297,-71.0951509
"55 Park Dr, Boston, MA",1,2800,1.1 km,6.4 km,4.3 km,1.9 km,42.3430297,-71.0951509
"55 Park Dr, Boston, MA",2,3050,1.1 km,6.4 km,4.3 km,1.9 km,42.3430297,-71.0951509
"30 Kinross Rd, Brighton, MA",1,2400,5.6 km,4.0 km,6.6 km,3.3 km,42.3403442,-71.1489349
"30 Kinross Rd, Brighton, MA",2,2800,5.6 km,4.0 km,6.6 km,3.3 km,42.3403442,-71.1489349
"30 Glencoe St #1, Brighton, MA 02135",3,3800,8.7 km,2.7 km,5.9 km,2.6 km,42.3544862,-71.1481156
"3 Glenley Ter #1, Brighton, MA 02135",6,5900,12.6 km,4.7 km,10.3 km,4.8 km,42.3483224,-71.16999109999999
"12 Shannon St #1, Brighton, MA 02135",3,3200,5.6 km,3.3 km,6.3 km,3.3 km,42.3469042,-71.1491935
"9 Sparhawk St #2, Brighton, MA 02135",4,5400,6.7 km,2.9 km,5.9 km,2.7 km,42.3508045,-71.1485521
"41 Gardena St #2, Brighton, MA 02135",3,3600,8.8 km,2.8 km,6.0 km,3.2 km,42.353615,-71.1486754
"11 Dunboy St #2, Brighton, MA 02135",3,3300,10.0 km,4.1 km,10.2 km,4.1 km,42.3525115,-71.1646341
"(undisclosed Address), Brighton, MA 02135",2,2825,10.6 km,4.6 km,10.9 km,4.1 km,42.3463503,-71.1626756
"14 Sparhawk St #2, Brighton, MA 02135",4,4800,6.8 km,3.0 km,6.0 km,2.8 km,42.3506998,-71.1496751
"77 Colborne Rd #2, Brighton, MA 02135",2,3000,5.5 km,3.8 km,6.8 km,3.2 km,42.3444753,-71.1479205
"48 Cummings Rd APT 1, Brighton, MA 02135",5,5000,5.2 km,3.7 km,6.2 km,2.9 km,42.34095000000001,-71.1450881
"142 Sutherland Rd, Brighton, MA",3,3400,5.4 km,3.8 km,6.4 km,3.1 km,42.3409515,-71.1474727
"142 Sutherland Rd, Brighton, MA",4,5000,5.4 km,3.8 km,6.4 km,3.1 km,42.3409515,-71.1474727
"131 Brooks St #1, Brighton, MA 02135",4,4800,9.8 km,3.8 km,9.9 km,4.0 km,42.3531129,-71.16333039999999
"80 Brooks St #3, Brighton, MA 02135",3,3300,9.5 km,3.6 km,9.7 km,8.1 km,42.3549343,-71.16257329999999
"156 Strathmore Rd #21, Brighton, MA 02135",2,3100,6.0 km,4.5 km,7.0 km,3.7 km,42.3394735,-71.1537488
"41 Arlington St #3, Brighton, MA 02135",3,3600,9.8 km,3.8 km,6.4 km,3.2 km,42.3522998,-71.1536418
"21 Champney St #1, Brighton, MA 02135",6,5900,12.3 km,4.6 km,9.9 km,8.6 km,42.3518574,-71.1687252
"23 Colborne Rd #2, Brighton, MA 02135",4,4500,5.3 km,4.0 km,7.0 km,3.0 km,42.342797,-71.1460304
"40 Glenley Ter #1, Brighton, MA 02135",6,5700,12.8 km,4.8 km,10.4 km,4.9 km,42.3484389,-71.1714804
"14 Bentley St #1, Brighton, MA 02135",3,3200,7.0 km,3.2 km,6.2 km,3.0 km,42.3507409,-71.15105059999999
"224 Faneuil St #2, Brighton, MA 02135",4,3750,9.7 km,3.7 km,9.8 km,3.8 km,42.3531578,-71.1591521
"12 Melvin Ave #2, Brighton, MA 02135",4,4700,5.1 km,3.2 km,5.8 km,2.5 km,42.3445525,-71.1412169
"4 Wadsworth St #2, Allston, MA 02134",5,5150,5.9 km,2.2 km,5.1 km,1.3 km,42.35528009999999,-71.1268264
"62 N Beacon St #4, Allston, MA 02134",4,5200,8.3 km,2.0 km,5.2 km,1.9 km,42.3539564,-71.141115
"3 Delaware Pl #2, Brighton, MA 02135",3,3550,9.9 km,3.9 km,6.3 km,3.1 km,42.35180310000001,-71.1524683
"63 Selkirk Rd, Boston, MA",2,2950,5.8 km,4.3 km,6.8 km,3.5 km,42.3396464,-71.14953229999999
"4 Adella Pl #G, Allston, MA 02134",3,3500,6.0 km,2.3 km,5.2 km,1.6 km,42.3526356,-71.1364122
"106 Warren St, Brighton, MA",2,3400,6.9 km,2.6 km,6.2 km,2.1 km,42.3494873,-71.1417436
"48 Hereford St, Boston, MA",1,2800,1.5 km,5.7 km,2.1 km,1.0 km,42.3490672,-71.0856014
"65 Surrey St #1, Brighton, MA 02135",3,3150,10.5 km,4.5 km,6.9 km,3.7 km,42.3509025,-71.1559829
"9 Bennett St #2, Boston, MA 02135",3,3150,10.0 km,4.0 km,6.4 km,3.2 km,42.3512717,-71.1529086
"16 Sutherland Rd APT 2, Brighton, MA 02135",4,4200,5.4 km,4.3 km,6.9 km,3.6 km,42.3370437,-71.150444
"11 Lothrop St FLOOR 2, Brighton, MA 02135",3,3300,8.0 km,1.8 km,8.1 km,6.5 km,42.3602151,-71.1454693
"133 Seaport Blvd, Boston, MA",1,4845,5.3 km,9.9 km,7.4 km,8.3 km,42.3505079,-71.0436145
"133 Seaport Blvd, Boston, MA",2,8950,5.3 km,9.9 km,7.4 km,8.3 km,42.3505079,-71.0436145
"72 Strathmore Rd APT 12B, Brighton, MA 02135",3,3250,5.3 km,4.6 km,6.7 km,3.8 km,42.33830520000001,-71.14902769999999
"33 Bigelow St #2, Brighton, MA 02135",3,3400,10.2 km,4.3 km,10.1 km,4.6 km,42.35311919999999,-71.1675928
"33-35 Gray St, Boston, MA",1,5200,2.4 km,7.6 km,4.0 km,3.0 km,42.3456343,-71.0715745
"8 Donnybrook Rd #2, Brighton, MA 02135",4,4400,9.6 km,3.7 km,9.7 km,3.8 km,42.3540918,-71.1588814
"35 Bentley St #2, Boston, MA 02135",5,9999,7.0 km,3.2 km,6.2 km,3.0 km,42.3502377,-71.15168589999999
"49 Orkney Rd #3, Brighton, MA 02135",4,4400,5.4 km,5.1 km,6.8 km,4.4 km,42.3370074,-71.1500413
"66 Perthshire Rd #2, Brighton, MA 02135",4,4500,10.2 km,4.3 km,9.9 km,4.5 km,42.3537788,-71.1683807
"95 Prince St, Boston, MA",1,2595,6.9 km,11.0 km,4.0 km,5.5 km,42.3657706,-71.0561955
"95 Prince St, Boston, MA",2,3695,6.9 km,11.0 km,4.0 km,5.5 km,42.3657706,-71.0561955
"21 Morrow Rd FLOOR 2, Brighton, MA 02135",3,3200,8.9 km,2.9 km,6.1 km,2.8 km,42.353434,-71.1495439
"19 Litchfield St APT 3, Brighton, MA 02135",3,3400,6.1 km,1.8 km,5.3 km,2.9 km,42.3586681,-71.1412599
"16 Leicester St FLOOR 2, Brighton, MA 02135",3,3300,10.2 km,4.3 km,6.5 km,3.3 km,42.3498382,-71.1547622
"72 Brooks St #2, Brighton, MA 02135",3,3200,9.5 km,3.6 km,9.6 km,8.0 km,42.355134,-71.1624607
"39 Snow St #1, Brighton, MA 02135",4,6000,5.6 km,3.7 km,6.8 km,3.4 km,42.3458686,-71.1493934
"17 Hemenway St #14, Boston, MA 02115",Studio,3200,1.1 km,5.7 km,2.6 km,1.1 km,42.346263,-71.089512
"20 Chiswick Rd #8, Brighton, MA 02135",3,3400,5.5 km,4.5 km,7.0 km,3.7 km,42.3382681,-71.1509629
"65 Gardena St #1, Brighton, MA 02135",4,4950,8.9 km,2.7 km,5.9 km,3.1 km,42.3533242,-71.1474559
"7 Willoughby St, Brighton, MA 02135",4,4200,10.6 km,4.6 km,11.0 km,3.9 km,42.3471291,-71.16072869999999
"30 Faneuil St #2, Brighton, MA 02135",4,4800,9.8 km,3.9 km,6.9 km,2.9 km,42.355115,-71.1510643
"24 Peterborough St, Boston, MA",Studio,2550,1.0 km,6.1 km,2.9 km,1.5 km,42.3438319,-71.0961564
"24 Peterborough St, Boston, MA",1,2800,1.0 km,6.1 km,2.9 km,1.5 km,42.3438319,-71.0961564
"4 Donnybrook Rd #2, Brighton, MA 02135",4,4000,9.6 km,3.7 km,9.7 km,3.8 km,42.353933,-71.1588439
"490 Washington St #2, Boston, MA 02135",5,4950,10.4 km,4.5 km,10.5 km,3.8 km,42.3487584,-71.1611442
"120 London St, Boston, MA",1,2100,7.6 km,11.4 km,6.3 km,7.1 km,42.373169,-71.0394579
"46A Kirkwood Rd, Brighton, MA",4,8700,6.5 km,5.3 km,7.3 km,4.2 km,42.341308,-71.156757
"46A Kirkwood Rd, Brighton, MA",7,10675,6.5 km,5.3 km,7.3 km,4.2 km,42.341308,-71.156757
"17 Kinross Rd FLOOR 3, Brighton, MA 02135",3,3600,5.6 km,4.1 km,6.6 km,3.3 km,42.3402421,-71.14973069999999
"31 Mansfield St #2, Allston, MA 02134",4,5200,5.2 km,1.0 km,4.4 km,3.1 km,42.3581874,-71.1309302
"36 Orkney Rd APT 3, Brighton, MA 02135",4,4400,5.4 km,5.1 km,6.8 km,4.3 km,42.3367099,-71.1497718
"70 Langley Rd #1, Brighton, MA 02135",4,5700,12.6 km,4.5 km,10.3 km,4.1 km,42.3493824,-71.1651124
"(undisclosed Address), Brighton, MA 02135",4,3900,10.6 km,4.6 km,10.9 km,4.1 km,42.3463503,-71.1626756
"504 Beacon St, Boston, MA",Studio,2175,1.2 km,5.2 km,2.5 km,0.7 km,42.3510027,-71.0897693
"504 Beacon St, Boston, MA",2,3200,1.2 km,5.2 km,2.5 km,0.7 km,42.3510027,-71.0897693
"12 Cummings Rd #2, Brighton, MA 02135",5,5000,5.4 km,3.8 km,6.4 km,3.1 km,42.3402093,-71.1434553
"1561 Commonwealth Ave #3, Brighton, MA 02135",2,2900,5.0 km,3.1 km,6.1 km,2.8 km,42.3450774,-71.1423354
"14-18 Westford St #7R, Allston, MA 02134",2,3100,6.4 km,0.9 km,5.0 km,3.7 km,42.3623501,-71.1350807
"128 Parsons St #2, Brighton, MA 02135",5,5500,9.4 km,3.5 km,9.5 km,3.5 km,42.3544424,-71.1555508
"42 Claymoss Rd, Brighton, MA",3,3150,5.2 km,3.9 km,6.2 km,2.9 km,42.3443398,-71.1459485
"42 Claymoss Rd, Brighton, MA",5,4400,5.2 km,3.9 km,6.2 km,2.9 km,42.3443398,-71.1459485
"108 Kenrick St #4, Brighton, MA 02135",4,5400,12.9 km,5.0 km,10.6 km,4.4 km,42.346484,-71.1671546
"57 Hobart St #1, Brighton, MA 02135",3,3300,9.7 km,3.8 km,9.8 km,3.9 km,42.3552389,-71.159993
"(undisclosed Address), Boston, MA 02215",Studio,2475,3.8 km,8.7 km,5.5 km,4.4 km,42.3476181,-71.1002881
"72 Hobart St #2, Brighton, MA 02135",5,5300,9.6 km,3.7 km,9.7 km,4.0 km,42.3550628,-71.1608773
"122 Bennett St #1, Brighton, MA 02135",3,3150,9.9 km,4.0 km,10.0 km,3.7 km,42.3517537,-71.1595426
"180 Endicott St, Boston, MA",1,2700,6.4 km,10.5 km,4.6 km,4.9 km,42.365977,-71.057768
"319 Summit Ave #1, Brighton, MA 02135",5,5500,5.1 km,3.1 km,5.7 km,2.4 km,42.3454477,-71.1399723
"33 Harriet St FLOOR 2, Brighton, MA 02135",4,4000,9.8 km,3.9 km,9.9 km,3.5 km,42.35337819999999,-71.1559906
"140 Newton St, Brighton, MA",3,3300,10.0 km,4.1 km,10.1 km,8.5 km,42.3557486,-71.1689322
"68 Glencoe St #3, Brighton, MA 02135",3,3500,8.9 km,2.8 km,6.1 km,3.2 km,42.3532121,-71.1488256
"1661-1665 Washington St, Boston, MA",1,2900,1.3 km,8.0 km,3.7 km,2.7 km,42.3378218,-71.0756038
"1661-1665 Washington St, Boston, MA",2,3450,1.3 km,8.0 km,3.7 km,2.7 km,42.3378218,-71.0756038
"50 Evergreen St, Jamaica Plain, MA",1,2500,3.3 km,5.6 km,6.0 km,3.5 km,42.3242827,-71.1115548
"50 Evergreen St, Jamaica Plain, MA",2,3100,3.3 km,5.6 km,6.0 km,3.5 km,42.3242827,-71.1115548
"134 Newton St, Brighton, MA",3,3200,10.0 km,4.1 km,10.1 km,8.5 km,42.3558141,-71.1684233
"1840-6 Commonwealth Ave, Brighton, MA",Studio,2100,5.8 km,4.2 km,6.8 km,3.5 km,42.3396206,-71.15134929999999
"1840-6 Commonwealth Ave, Brighton, MA",1,2100,5.8 km,4.2 km,6.8 km,3.5 km,42.3396206,-71.15134929999999
"1840-6 Commonwealth Ave, Brighton, MA",2,2700,5.8 km,4.2 km,6.8 km,3.5 km,42.3396206,-71.15134929999999
"1840-6 Commonwealth Ave, Brighton, MA",3,4450,5.8 km,4.2 km,6.8 km,3.5 km,42.3396206,-71.15134929999999
"7 Wollaston Ter, Dorchester Center, MA",2,2650,8.0 km,20.4 km,18.3 km,10.7 km,42.2869838,-71.0832321
"822 Huntington Ave, Boston, MA",2,3300,1.5 km,4.7 km,5.1 km,2.6 km,42.3331386,-71.1089109
"303 Summit Ave, Brighton, MA",2,2600,4.6 km,3.3 km,5.5 km,2.2 km,42.34488229999999,-71.1391926
"303 Summit Ave, Brighton, MA",5,6500,4.6 km,3.3 km,5.5 km,2.2 km,42.34488229999999,-71.1391926
"113 Beacon St, Boston, MA",1,3000,2.8 km,6.6 km,3.0 km,2.3 km,42.3549779,-71.0732458
"113 Beacon St, Boston, MA",2,5000,2.8 km,6.6 km,3.0 km,2.3 km,42.3549779,-71.0732458
"113 Beacon St, Boston, MA",3,5000,2.8 km,6.6 km,3.0 km,2.3 km,42.3549779,-71.0732458
"295 Summit Ave #2, Boston, MA 02135",5,5500,4.6 km,3.3 km,5.6 km,2.3 km,42.3446573,-71.1387932
"25 Mapleton St #2, Brighton, MA 02135",5,5500,7.0 km,3.2 km,6.2 km,3.0 km,42.3519593,-71.1501547
"16 Oakland St #2, Brighton, MA 02135",4,5400,10.0 km,4.0 km,10.1 km,3.8 km,42.349901,-71.1580717
"23 Chiswick Rd #4, Brighton, MA 02135",3,3400,5.5 km,4.5 km,7.0 km,3.7 km,42.33805599999999,-71.1506455
"60 Bennett St #2, Brighton, MA 02135",3,3300,9.9 km,4.0 km,10.0 km,3.4 km,42.3516986,-71.1563426
"1665 Commonwealth Ave APT 2, Brighton, MA 02135",4,3750,5.5 km,4.2 km,7.1 km,3.8 km,42.3423194,-71.14526359999999
"176 N Beacon St, Boston, MA",1,2400,8.6 km,2.5 km,5.7 km,2.4 km,42.3555394,-71.1472756
"176 N Beacon St, Boston, MA",2,2700,8.6 km,2.5 km,5.7 km,2.4 km,42.3555394,-71.1472756
"164 Endicott St, Boston, MA",2,3200,6.4 km,10.6 km,4.7 km,4.9 km,42.3655593,-71.05756509999999
